,Framework Name,Description,Published,Meta_Url,Languages,Provider,Asset URL,Repository,Terms Of Service
179,Spray Scala Framework by Spray," Spray is an open-source Scala framework that aims to provide a toolkit for building REST/HTTP-based integration layers on top of Scala and Akka. The framework intends to offer an asynchronous, actor-based, fast, lightweight, modular and testable platform.",03.28.2016,https://www.programmableweb.com/framework/spray-scala-framework-spray,Scala,Typesafe,http://spray.io/,https://github.com/spray/spray,
180,Socko Scala Framework by Vibul," Socko an open source, lightweight and embeddable Scala framework that intends to offer web servers that can serve static files and support RESTful APIs to our business logic implemented in Akka.",03.28.2016,https://www.programmableweb.com/framework/socko-scala-framework-vibul,Scala,Independent Developer,http://sockoweb.org/,https://github.com/mashupbots,
181,Skinny Scala Framework by Skinny," Skinny is a full-stack Scala framework built on Skinny Micro. The framework's intended concept is Scala on Rails, inspired by Ruby on Rails and allowing for sustainable productivity on Servlet-based web app development.",03.28.2016,https://www.programmableweb.com/framework/skinny-scala-framework-skinny,Scala,Independent Developer,http://skinny-framework.org/,https://github.com/skinny-framework/skinny-framework,
182,Total Node.js Framework by Totaljs," The total.js framework aims to be a web application framework for creating web sites and web services using JavaScript, HTML and CSS. The framework does not have any dependencies and is written from the scratch.",03.28.2016,https://www.programmableweb.com/framework/total-node.js-framework-totaljs,Node.js,Independent Developer,https://www.totaljs.com/,https://github.com/totaljs/framework,
183,Telsajs Node.js Framework by Tesla.js," Tesla is a MVC style framework that aims to offer a framework that is built on top of Node.js and Express. The framework intends to offer expedited option to configure web applications, with structured defaults and flexible boilerplates.",03.28.2016,https://www.programmableweb.com/framework/telsajs-node.js-framework-tesla.js,Node.js,Independent Developer,http://teslajs.com/,,
184,Riot JavaScript Framework by Riot, Riot is a JavaScript framework that intends to provide custom tags to modern browsers with virtual DOM and custom syntax. The goal is to allow for a smaller learning curve with a mirco framework.,03.28.2016,https://www.programmableweb.com/framework/riot-javascript-framework-riot,JavaScript,Independent Developer,http://riotjs.com/,https://github.com/riot/riot,
185,Hypo JavaScript Framework by Ryan Lynch," Hypo aims to be a dependency Injection for JavaScript by using a xml configuration file that outlines all the ""beans"" and dependencies in an application. The intention is to create a configuration object that defines ""entities"" and dependencies in one location to be retrieved the hypo instance. Hypo intends to support many Spring features such as transient entities, lazy entities, abstract entities, parent entities, and factories.",03.28.2016,https://www.programmableweb.com/framework/hypo-javascript-framework-ryan-lynch,JavaScript,Independent Developer,https://github.com/shiftyp/hypo,https://github.com/shiftyp/hypo,
186,Chibi JavaScript Framework by Kyle Barrow," Chibi intends to be a micro JavaScript framework that offers lighter CSS coding for web applications, to help with narrow bandwidths and diverse browsers.",03.28.2016,https://www.programmableweb.com/framework/chibi-javascript-framework-kyle-barrow,JavaScript,Independent Developer,https://github.com/kylebarrow/chibi,https://github.com/kylebarrow/chibi,
187,Riloadr JavaScript Framework by Túbal Martín, The Riloadr framework intends to provide a cross-browser framework that offers an independent and responsive image loader written in Javascript.,03.28.2016,https://www.programmableweb.com/framework/riloadr-javascript-framework-t%C3%BAbal-mart%C3%ADn,JavaScript,Independent Developer,https://github.com/tubalmartin/riloadr,https://github.com/tubalmartin/riloadr,
188,TinyView JavaScript Framework by Narendra Sisodiya," The TinyView JavaScript framework aims to offer developers tools to use the ""V"" in MVC. The framework intends to offer a highly focused for SubView and Memory Leaks for MVC applications written in JavaScript.",03.28.2016,https://www.programmableweb.com/framework/tinyview-javascript-framework-narendra-sisodiya,JavaScript,Independent Developer,https://github.com/nsisodiya/tinyview,https://github.com/nsisodiya/tinyview,
189,Mag JavaScript Framework by Magnumjs, Mag intends to be a semantic data binding framework that uses normal HTML as a template and a related module (plain JS object) as instructions for transpiling/interpolations for JavaScription applications.,03.28.2016,https://www.programmableweb.com/framework/mag-javascript-framework-magnumjs,JavaScript,Independent Developer,https://github.com/magnumjs/mag.js,https://github.com/magnumjs/mag.js,
190,PowerVR JavaScript Framework by Imagination, The PowerVR Framework aims to be a cross-platform and cross-API framework that acts as a scaffold for developers to build a rendering or game engine. It features different modules at varying levels of abstraction.,03.15.2016,https://www.programmableweb.com/framework/powervr-javascript-framework-imagination,JavaScript,Imagination Technlogies,https://community.imgtec.com/developers/powervr/graphics-sdk/,,
191,Vert.x Groovy Framework by Vert.x," Vert.x is a tool-kit framework that aims to provide reactive web applications on the JVM. It has a variety of language options such as Java, Groovy, Ruby and JavaScript.",03.15.2016,https://www.programmableweb.com/framework/vert.x-groovy-framework-vert.x,Groovy,Independent Developer,http://vertx.io/,https://github.com/vert-x3/vertx-examples/,
192,Cucumber Java Framework by Cucumber," Cucumber aims to provide a platform to build various types of software. The framework features updated documentation, automated testing, and specification testing.",03.15.2016,https://www.programmableweb.com/framework/cucumber-java-framework-cucumber,Java,Cucumber,https://cucumber.io/,,
193,Kyro Java Framework by Esoteric Software," Kryo aims to be an object graph serialization framework for Java. The goals of the project are speed, efficiency, and an easy to use API. The project intends to be useful any time objects need to be persisted, whether to a file, database, or over the network.",03.15.2016,https://www.programmableweb.com/framework/kyro-java-framework-esoteric-software,Java,Esoteric Software,https://github.com/EsotericSoftware/kryo,,
194,Connexion Python Framework by Zalando, Connexion is a framework on top of Flask that aims to provide to handle a REST API requests based on OpenAPI 2.0 Specification (formerly known as Swagger Spec) files in YAML.,03.15.2016,https://www.programmableweb.com/framework/connexion-python-framework-zalando,Python,Independent Developer,https://pypi.python.org/pypi/connexion,https://github.com/zalando/connexion,
195,Spark Java Framework by Spark, Spark Framework aims to be a simple and lightweight Java web framework built for rapid development. Spark's intention to provide a pure Java alternative for developers are seeking to develop web applications in Java.,03.15.2016,https://www.programmableweb.com/framework/spark-java-framework-spark,Java,Independent Developer,http://sparkjava.com/,https://sparktutorials.github.io/,
196,Dropwizard Java Framework by Dropwizard," The Dropwizard framework aims to provide the development of ops-friendly, high-performance, RESTful web services. The framework aims to pull together stable, mature libraries from the Java ecosystem into a simple, light-weight package. Dropwizard has features such as support for configuration, application metrics, logging, operational tools, and much more.",03.15.2016,https://www.programmableweb.com/framework/dropwizard-java-framework-dropwizard,Java,Yammer,http://www.dropwizard.io/0.9.1/docs/,https://github.com/dropwizard/dropwizard,
197,Netty Java Framework by The Netty Project, The Netty framework's goal is to provide a NIO client server framework which enables quick development of network applications such as protocol servers and clients. It aims to greatly simplify and streamline network programming such as TCP and UDP socket server.,03.10.2016,https://www.programmableweb.com/framework/netty-java-framework-netty-project,Java,The Netty Project,http://netty.io/,https://github.com/netty/netty,
